rank	serial	Bike ID	biketype_id	Bikenumber	last_communication	battery	real_battery	battery_state	reason	place	terminal_id	last_terminal_snap	firmware_version	target_firmware	configuration_version	mode	series_id	target_configuration	esp_firmware_version	target_esp_firmware	language_version	snap_id	snap_rev	snap_rev_date	iccid	imei	imsi	last_communication_snap	last_communication_sim	server	city	is_lent	active	repair	campaign_id	pedelec	street2	comments	pedelec_battery	lock_types	locked	is_charging	last_charging	spike_id	resource_blockage
490	24376	59211	15	41070	"2025-11-20 15:22:24"	131	3,9135	"CHARGED CF"	"RETURN"	"Base Naval"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367987055	14682001187474	204046206939236		"2025-11-20 15:22:24"		408	0	1	0	6275	0	""	""	-1	"fork_lock"		0		0	"null"
491	24930	59161	15	41017	"2025-11-20 15:20:55"	131	3,9135	"CHARGED CF"	"AUTOMATIC RETURN"	"Torre Las Palmas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367994143	14682001121416	204046206939945		"2025-11-20 15:20:55"		408	0	1	0	3955	0	""	""	-1	"fork_lock"	-1	0		0	"null"
492	23988	59519	15	41246	"2025-11-20 15:20:11"	135	3,9475	"CHARGED CF"	"RETURN"	"Plazoleta de Farray"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367684538	14682001156768	204046206925684		"2025-11-20 15:20:11"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
493	24027	59236	15	41095	"2025-11-20 15:18:50"	122	3,8370	"CHARGED CF"	"RETURN"	"Plaza del Pilar"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367657633	14682001125516	204046206922994		"2025-11-20 15:18:50"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
494	28849	59303	15	41252	"2025-11-20 15:17:20"	145	4,0325	"CHARGED CF"	"RETURN"	"Plaza de España"	""	1115613578	22062700	22062700	20000011	0		20000011			14030304	3000976	"5580a84fb828"	170106	89314404000368031341	14682001139996	204046206943665	"2018-07-11 15:18:15"	"2025-11-20 15:17:20"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
495	24085	59201	15	41060	"2025-11-20 15:16:31"	121	3,8285	"CHARGED CF"	"RETURN"	"Torre Las Palmas"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6413460	"5580a84fb828"	170106	89314404000367686095	14682001179844	204046206925840	"2017-12-12 16:41:54"	"2025-11-20 15:16:31"		408	0	1	0	5150	0	""	""	-1	"fork_lock"	-1	0		0	"null"
496	23912	59241	15	41172	"2025-11-20 15:14:04"	89	3,5565	"FULL CFR"	"RETURN"	"León y Castillo"	""	412928501	22062700	22062700	20000011	0		20000011			14030304	6412575	"5580a84fb828"	170106	89314404000367679744	14682001116390	204046206925205	"2018-09-28 19:59:59"	"2025-11-20 15:14:04"		408	0	1	0	6275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
497	23395	59492	15	41329	"2025-11-20 15:12:02"	131	3,9135	"CHARGED CF"	"PHONE AND PIN"	"Piscina Julio Navarro"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6414371	"5580a84fb828"	170106	89314404000367658847	14682001188910	204046206923115	"2017-12-12 16:42:08"	"2025-11-20 15:12:02"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
498	23385	59149	15	41005	"2025-11-20 15:11:37"	93	3,5905	"FULL CFR"	"RETURN"	"Mercado Central"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367683621	14682001128593	204046206925593		"2025-11-20 15:11:37"		408	0	1	0	6275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
499	24978	59258	15	41144	"2025-11-20 15:11:04"	141	3,9985	"CHARGED CF"	"PHONE AND PIN"	"Piscina Julio Navarro"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367986743	14682000410703	204046206939205		"2025-11-20 15:11:04"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
500	25203	59530	15	41116	"2025-11-20 15:10:30"	147	4,0495	"CHARGED CF"	"RETURN"	"Plaza O'Shanahan"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004975	14682001173250	204046206941028		"2025-11-20 15:10:30"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
501	29228	59229	15	41098	"2025-11-20 15:05:10"	107	3,7095	"FULL CFR"	"RETURN"	"San Telmo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368030426	14682001207355	204046206943573		"2025-11-20 15:05:10"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
502	24941	59426	15	41323	"2025-11-20 14:58:56"	146	4,0410	"CHARGED CF"	"RETURN"	"San Telmo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004298	14682001115350	204046206940960		"2025-11-20 14:58:56"		408	0	1	0	6275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
503	24419	59270	15	41129	"2025-11-20 14:49:03"	93	3,5905	"FULL CFR"	"RETURN"	"Mercado Central"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367985463	14682000418235	204046206939077		"2025-11-20 14:49:03"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
504	25155	59404	15	41283	"2025-11-20 14:44:47"	145	4,0325	"CHARGED CF"	"RETURN"	"Churruca"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368014115	14682001116275	204046206941942		"2025-11-20 14:44:47"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
505	24277	59438	15	41334	"2025-11-20 14:26:17"	146	4,0410	"CHARGED CF"	"RETURN"	"Plaza de la feria "	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367988921	14682000427251	204046206939423		"2025-11-20 14:26:17"		408	0	1	0	4275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
506	24151	59218	15	41077	"2025-11-20 14:23:16"	124	3,8540	"CHARGED CF"	"RETURN"	"Intermodal El Rincón"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367684116	14682001155091	204046206925642		"2025-11-20 14:23:16"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
507	23971	59366	15	41201	"2025-11-20 14:17:01"	147	4,0495	"CHARGED CF"	"RETURN"	"Plazoleta de Farray"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367684454	14682001187300	204046206925676		"2025-11-20 14:17:01"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
508	24946	59406	15	41277	"2025-11-20 14:01:53"	143	4,0155	"CHARGED CF"	"RECONNECT DUE"	"Base Naval"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004348	14682001115855	204046206940965		"2025-11-20 14:01:53"		408	0	1	0	4030	0	""	""	-1	"fork_lock"	-1	0		0	"null"
509	24675	59227	15	41086	"2025-11-20 14:01:22"	134	3,9390	"CHARGED CF"	"PHONE AND PIN"	"IES Mesa y López"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367992675	14682001142792	204046206939798		"2025-11-20 14:01:22"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
510	24405	59167	15	41024	"2025-11-20 13:57:32"	97	3,6245	"FULL CFR"	"PINCODE ENTERED"	"Torre Woermann"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367985604	14682000409341	204046206939091		"2025-11-20 13:57:32"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
511	25088	59295	15	41262	"2025-11-20 13:57:24"	127	3,8795	"CHARGED CF"	"PINCODE ENTERED"	"Torre Woermann"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367993046	14682001143121	204046206939835		"2025-11-20 13:57:24"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
512	24989	59489	15	41296	"2025-11-20 13:57:13"	139	3,9815	"CHARGED CF"	"PINCODE ENTERED"	"Intermodal El Rincón"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367986974	14682001176881	204046206939228		"2025-11-20 13:57:13"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
513	23595	59486	15	41284	"2025-11-20 13:51:30"	124	3,8540	"CHARGED CF"	"PINCODE ENTERED"	"Plaza del Pilar"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6412961	"5580a84fb828"	170106	89314404000367686434	14682001130573	204046206925874	"2017-12-12 16:42:11"	"2025-11-20 13:51:30"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
514	24116	59279	15	41223	"2025-11-20 13:50:19"	123	3,8455	"CHARGED CF"	"PINCODE ENTERED"	"Plaza de España"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367684421	14682001114072	204046206925673		"2025-11-20 13:50:19"		408	0	1	0	5149	0	""	""	-1	"fork_lock"	-1	0		0	"null"
515	25166	59442	15	41236	"2025-11-20 13:43:56"	124	3,8540	"CHARGED CF"	"RETURN"	"Las Canteras - Luis Morote"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368013984	14682001117414	204046206941929		"2025-11-20 13:43:56"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
516	26369	59203	15	41062	"2025-11-20 13:33:43"	134	3,9390	"CHARGED CF"	"CODE 3333"	"Cabildo de Gran Canaria"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367996049	14682001174621	204046206940135		"2025-11-20 13:33:43"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
517	25154	59382	15	41199	"2025-11-20 13:31:07"	118	3,8030	"CHARGED CF"	"RETURN"	"Plaza de América"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368014107	14682001124923	204046206941941		"2025-11-20 13:31:07"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
518	25148	59488	15	41297	"2025-11-20 13:30:52"	117	3,7945	"CHARGED CF"	"RETURN"	"Plaza O'Shanahan"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367994200	14682001122653	204046206939951		"2025-11-20 13:30:52"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
519	25097	59400	15	41340	"2025-11-20 13:30:27"	127	3,8795	"CHARGED CF"	"RECONNECT DUE"	"Barranquillo Don Zoilo"	""	1018342	22062700	22062700	20000011	0		20000011			14030304	6253016	"5580a84fb828"	170106	89314404000368005493	14682001143881	204046206941080	"2016-02-04 09:58:12"	"2025-11-20 13:30:27"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
520	24155	59208	15	41067	"2025-11-20 13:29:11"	72	3,4120	"RISK FRM"	"RETURN"	"Churruca"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6411981	"5580a84fb828"	170106	89314404000367684090	14682001155265	204046206925640	"2017-12-12 16:40:02"	"2025-11-20 13:29:11"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
521	24797	59283	15	41264	"2025-11-20 13:23:55"	106	3,7010	"FULL CFR"	"RETURN"	"Mercado Central"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367991438	14682001184612	204046206939674		"2025-11-20 13:23:55"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
522	24942	59539	15	41107	"2025-11-20 13:21:42"	140	3,9900	"CHARGED CF"	"RECONNECT DUE"	"San Bernardo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004322	14682001115277	204046206940963		"2025-11-20 13:21:42"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
523	25101	59159	15	41015	"2025-11-20 13:15:25"	88	3,5480	"FULL CFR"	"RECONNECT DUE"	"Plaza de América"	""	412909698	22062700	22062700	20000011	0		20000011			14030304	6413725	"5580a84fb828"	170106	89314404000368005535	14682001142826	204046206941084	"2020-01-21 17:49:33"	"2025-11-20 13:15:25"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
524	24605	59352	15	41210	"2025-11-20 13:12:07"	143	4,0155	"CHARGED CF"	"RETURN"	"Parque Santa Catalina"	412930407		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367988194	14682001199636	204046206939350		"2025-11-20 13:12:07"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
525	25099	59312	15	41157	"2025-11-20 13:05:30"	132	3,9220	"CHARGED CF"	"RECONNECT DUE"	"Plaza de América"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368005519	14682001143741	204046206941082		"2025-11-20 13:05:30"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
526	29280	59494	15	41331	"2025-11-20 12:55:52"	147	4,0495	"CHARGED CF"	"RETURN"	"C.C. El Muelle"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368031010	14682001196632	204046206943632		"2025-11-20 12:55:52"		408	0	1	0	3020	0	""	""	-1	"fork_lock"	-1	0		0	"null"
527	24990	59320	15	41176	"2025-11-20 12:48:13"	144	4,0240	"CHARGED CF"	"PINCODE ENTERED"	"Obelisco"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367986982	14682001179489	204046206939229		"2025-11-20 12:48:13"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
528	23596	59435	15	41287	"2025-11-20 12:48:02"	146	4,0410	"CHARGED CF"	"PINCODE ENTERED"	"Plaza de la feria "	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6413164	"5580a84fb828"	170106	89314404000367686442	14682001118578	204046206925875	"2017-12-12 16:42:44"	"2025-11-20 12:48:02"		408	0	1	0	5664	0	""	""	-1	"fork_lock"	-1	0		0	"null"
529	24931	59285	15	41185	"2025-11-20 12:47:52"	125	3,8625	"CHARGED CF"	"RETURN"	"Castillo de la Luz"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367994150	14682001121028	204046206939946		"2025-11-20 12:47:52"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
530	24934	59189	15	41047	"2025-11-20 12:46:05"	124	3,8540	"CHARGED CF"	"RECONNECT DUE"	"Barranquillo Don Zoilo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004223	14682001120277	204046206940953		"2025-11-20 12:46:05"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
531	24111	59480	15	41298	"2025-11-20 12:43:22"	146	4,0410	"CHARGED CF"	"PINCODE ENTERED"	"Service Car 2970LZF"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367684439	14682001128205	204046206925674		"2025-11-20 12:43:22"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
532	23388	59319	15	41229	"2025-11-20 12:35:09"	92	3,5820	"FULL CFR"	"CODE 3333"	"Bicis arregladas"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6414127	"5580a84fb828"	170106	89314404000367658755	14682001122711	204046206923106	"2017-12-12 16:42:38"	"2025-11-20 12:35:09"		408	0	0	0	4275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
533	23934	59165	15	41022	"2025-11-20 12:34:58"	148	4,0580	"CHARGED CF"	"RETURN"	"Plaza O'Shanahan"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367679405	14682001121465	204046206925171		"2025-11-20 12:34:58"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
534	25196	59314	15	41230	"2025-11-20 12:25:39"	134	3,9390	"CHARGED CF"	"RETURN"	"C.C. El Muelle"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004967	14682001184737	204046206941027		"2025-11-20 12:25:39"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
535	24863	59220	15	41079	"2025-11-20 12:24:14"	107	3,7095	"FULL CFR"	"RECONNECT DUE"	"San Cristóbal"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367990190	14682001114841	204046206939550		"2025-11-20 12:24:14"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
536	24181	59298	15	41132	"2025-11-20 11:55:30"	122	3,8370	"CHARGED CF"	"RETURN"	"Plazoleta de Farray"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6411898	"5580a84fb828"	170106	89314404000367683910	14682001180412	204046206925622	"2017-12-12 16:41:44"	"2025-11-20 11:55:30"		408	0	1	0	6275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
537	24899	59414	15	41289	"2025-11-20 11:53:33"	144	4,0240	"CHARGED CF"	"RETURN"	"León y Castillo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367989838	14682001121408	204046206939514		"2025-11-20 11:53:33"		408	0	1	0	4030	0	""	""	-1	"fork_lock"	-1	0		0	"null"
538	24620	59358	15	41366	"2025-11-20 11:34:51"	146	4,0410	"CHARGED CF"	"RETURN"	"Oficina de la Sitycleta"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367987733	14682001180008	204046206939304		"2025-11-20 11:34:51"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
539	25128	59478	15	41300	"2025-11-20 11:34:15"	64	3,3440	"EMPTY RM"	"GPS"	"Bicis arregladas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368005824	14682001209179	204046206941113		"2025-11-20 11:34:15"		408	0	0	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
540	24359	59299	15	41231	"2025-11-20 11:32:47"	145	4,0325	"CHARGED CF"	"RETURN"	"C.C. El Muelle"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367988871	14682000412832	204046206939418		"2025-11-20 11:32:47"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
541	24918	59396	15	41349	"2025-11-20 11:17:30"	138	3,9730	"CHARGED CF"	"CODE 3333"	"Bicis arregladas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367994069	14682001123974	204046206939937		"2025-11-20 11:17:30"		408	0	0	0	5188	0	""	""	-1	"fork_lock"	-1	0		0	"null"
542	24095	59497	15	41324	"2025-11-20 10:57:14"	147	4,0495	"CHARGED CF"	"RETURN"	"Churruca"	""	412928501	22062700	22062700	20000011	0		20000011			14030304	6411628	"5580a84fb828"	170106	89314404000367667087	14682001146173	204046206923939	"2019-06-12 00:04:07"	"2025-11-20 10:57:14"		408	0	1	0	5188	0	""	""	-1	"fork_lock"	-1	0		0	"null"
543	24616	59347	15	41258	"2025-11-20 10:51:13"	143	4,0155	"CHARGED CF"	"RETURN"	"Plaza San Agustín"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367985729	14682000426402	204046206939103		"2025-11-20 10:51:13"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
544	24087	59501	15	41321	"2025-11-20 10:47:11"	129	3,8965	"CHARGED CF"	"AUTOMATIC RETURN"	"Torre Las Palmas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367686715	14682001121077	204046206925902		"2025-11-20 10:47:11"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
545	23440	59322	15	41155	"2025-11-20 10:41:33"	62	3,3270	"EMPTY RM"	"GPS"	"Bicis arregladas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367686509	14682001146686	204046206925881		"2025-11-20 10:41:33"		408	0	0	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
546	25127	59250	15	41151	"2025-11-20 10:35:19"	81	3,4885	"FULL CFR"	"CODE 3333"	"Bicis para reparar"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368005816	14682001157139	204046206941112		"2025-11-20 10:35:19"		408	0	0	1	3212	0	""	"Taller, batería"	-1	"fork_lock"		0		0	"null"
547	23360	59418	15	41322	"2025-11-20 10:16:45"	132	3,9220	"CHARGED CF"	"RETURN"	"Churruca"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367658490	14682001121788	204046206923080		"2025-11-20 10:16:45"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
548	24925	59173	15	41030	"2025-11-20 10:07:40"	128	3,8880	"CHARGED CF"	"RECONNECT DUE"	"Hoya de la Plata"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004702	14682001155042	204046206941001		"2025-11-20 10:07:40"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
549	24905	59268	15	41187	"2025-11-20 10:07:19"	144	4,0240	"CHARGED CF"	"RETURN"	"San Telmo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367989416	14682001115087	204046206939472		"2025-11-20 10:07:19"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
550	25104	59160	15	41016	"2025-11-20 09:58:40"	84	3,5140	"FULL CFR"	"RETURN"	"Torre Las Palmas"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368005568	14682001210391	204046206941087		"2025-11-20 09:58:40"		408	0	1	1	6275	0	""	""	-1	"fork_lock"	-1	0		0	"null"
551	24933	59540	15	41106	"2025-11-20 09:46:50"	92	3,5820	"FULL CFR"	"RECONNECT DUE"	"Villa de Zarauz"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368004215	14682001123404	204046206940952		"2025-11-20 09:46:50"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
552	25157	59364	15	41274	"2025-11-20 09:45:39"	140	3,9900	"CHARGED CF"	"RETURN"	"Churruca"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368014057	14682001118636	204046206941936		"2025-11-20 09:45:39"		408	0	1	0	3397	0	""	""	-1	"fork_lock"	-1	0		0	"null"
553	25150	59147	15	41003	"2025-11-20 09:26:54"	114	3,7690	"FULL CFR"	"RECONNECT DUE"	"San Bernardo"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368014149	14682001117984	204046206941945		"2025-11-20 09:26:54"		408	0	1	0	3212	0	""	""	-1	"fork_lock"		0		0	"null"
554	25070	59288	15	41122	"2025-11-20 09:26:27"	96	3,6160	"FULL CFR"	"AUTOMATIC RETURN"	"Plazoleta de Farray"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367993269	14682001165603	204046206939857		"2025-11-20 09:26:27"		408	0	1	0	3951	0	""	""	-1	"fork_lock"	-1	0		0	"null"
555	25006	59152	15	41007	"2025-11-20 09:10:16"	88	3,5480	"FULL CFR"	"RETURN"	"Base Naval"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367987386	14682001185973	204046206939269		"2025-11-20 09:10:16"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
556	24354	59251	15	41165	"2025-11-20 09:05:17"	134	3,9390	"CHARGED CF"	"RETURN"	"Plaza de la feria "	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367988384	14682001184661	204046206939369		"2025-11-20 09:05:17"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
557	23405	59296	15	41186	"2025-11-20 09:03:25"	124	3,8540	"CHARGED CF"	"PINCODE ENTERED"	"C.C. La Minilla"	""	2147483	22062700	22062700	20000011	0		20000011			14030304	6412159	"5580a84fb828"	170106	89314404000367684710	14682001185072	204046206925702	"2017-12-12 16:42:48"	"2025-11-20 09:03:25"		408	0	1	0	3955	0	""	""	-1	"fork_lock"	-1	0		0	"null"
558	24373	59230	15	41089	"2025-11-20 09:00:20"	86	3,5310	"FULL CFR"	"RETURN"	"Piscina Julio Navarro"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367987089	14682001180065	204046206939239		"2025-11-20 09:00:20"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
559	23434	59483	15	41341	"2025-11-20 08:59:01"	122	3,8370	"CHARGED CF"	"RETURN"	"Piscina Julio Navarro"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367664274	12813003018068	204046206923658		"2025-11-20 08:59:01"		408	0	1	0	3800	0	""	""	-1	"fork_lock"	-1	0		0	"null"
560	24600	59405	15	41282	"2025-11-20 08:53:12"	137	3,9645	"CHARGED CF"	"RETURN"	"San Cristóbal"	""	1115641909	22062700	22062700	20000011	0		20000011			14030304	6425997	"5580a84fb828"	170106	89314404000367988111	14682001199792	204046206939342	"2018-01-08 15:50:31"	"2025-11-20 08:53:12"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
561	23590	59293	15	41123	"2025-11-20 08:53:01"	147	4,0495	"CHARGED CF"	"RETURN"	"San Cristóbal"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367661262	14682001149359	204046206923357		"2025-11-20 08:53:01"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
562	24412	59176	15	41039	"2025-11-20 08:48:23"	144	4,0240	"CHARGED CF"	"RETURN"	"Venegas Usos Múltiples"	""	1115641909	22062700	22062700	20000011	0		20000011			14030304	6426347	"5580a84fb828"	170106	89314404000367985539	14682000417351	204046206939084	"2018-01-08 15:55:04"	"2025-11-20 08:48:23"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
563	24887	59473	15	41145	"2025-11-20 08:38:49"	122	3,8370	"CHARGED CF"	"RECONNECT DUE"	"San Cristóbal"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000367989952	14682001114239	204046206939526		"2025-11-20 08:38:49"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
564	25109	59267	15	41138	"2025-11-20 08:28:34"	141	3,9985	"CHARGED CF"	"RETURN"	"San Cristóbal"	""	412930407	22062700	22062700	20000011	0		20000011			14030304	6413788	"5580a84fb828"	170106	89314404000368005618	14682001208403	204046206941092	"2020-03-26 12:40:36"	"2025-11-20 08:28:34"		408	0	1	0	3212	0	""	""	-1	"fork_lock"	-1	0		0	"null"
565	29254	59170	15	41026	"2025-11-20 08:24:07"	143	4,0155	"CHARGED CF"	"RETURN"	"Ayuntamiento"	""		22062700	22062700	20000011	0		20000011			14030304		"5580a84fb828"	170106	89314404000368030756	14682001196384	204046206943606		"2025-11-20 08:24:07"		408	0	1	0	5664	0	""	""	-1	"fork_lock"	-1	0		0	"null"
